smiles,m/z,I
FC(F)(F)C1=CC=C(OC(C=2C=CC=CC2)CCNC)C=C1,"[115.053  117.069  129.0689 143.0842 145.0627 159.0797 159.1157 167.0852
 187.1093 195.1156 196.1197 204.0917 205.0996 207.1164 218.1091 219.1161
 220.1197 223.1112 224.1154 236.1193 247.148  248.153  265.1574]","[  8.636364  22.840909  20.        10.340909  17.5       12.159091
  41.25      18.522727  15.113636  81.477273  12.386364  17.613636
  28.181818  16.704545  23.863636 100.        14.545455  92.840909
  20.         9.772727  24.431818   9.431818  86.704545]"
FC(F)(F)C1=CC=C(OC(C=2C=CC=CC2)CCNC)C=C1,"[115.0533 117.0696 129.0686 141.0706 145.0236 145.063  159.1177 165.0692
 167.0848 194.0726 195.1182 203.084  204.0926 205.099  217.1007 218.1075
 219.1156 220.1197 223.1102 236.1174]","[ 42.009132  55.936073  44.520548  18.03653   17.579909  20.547945
  21.461187  19.634703  51.598174  33.333333  42.009132  25.114155
 100.        44.748858  34.246575  77.625571  94.063927  18.493151
  42.922374  22.146119]"
FC(F)(F)C1=CC=C(OC(C=2C=CC=CC2)CCNC)C=C1,"[115.0537 117.0694 128.0609 129.0702 145.0261 152.0599 165.0687 166.0766
 167.0847 178.0765 183.0582 190.0776 191.0849 194.071  202.0775 203.0848
 204.0923 205.0979 217.1001 218.1078 219.1152]","[ 35.852713  55.620155  28.294574  28.294574  34.108527  17.829457
  33.527132  16.860465  56.589147  26.356589  16.085271  18.023256
  16.472868  67.248062  35.077519  56.20155  100.        26.356589
  45.930233  40.697674  18.410853]"
ClC=1C=CC=2N=C(O)C(O)N=C(C=3C=CC=CC3Cl)C2C1,[55.0175 57.0687 89.0585 99.0425],[ 33.846154  54.556213   9.230769 100.      ]
N#CC1=CC=C2C(=C1)COC2(C3=CC=C(F)C=C3)CCCN(C)C,[262.1026 280.1126 325.1715 326.1748 327.1772],[  0.671007   0.501891 100.        17.511638   1.98938 ]
N#CC1=CC=C2C(=C1)COC2(C3=CC=C(F)C=C3)CCCN(C)C,"[109.0458 116.048  156.0788 166.0643 221.0621 234.0705 235.0909 236.0862
 238.0659 242.0946 247.0793 250.1018 262.1019 280.1127 281.1153 307.1593
 308.1615 325.1711 326.174  327.1773]","[  0.651913   1.152285   0.777721   1.835649   0.683365   2.501859
   0.62332    0.500372   0.671928   0.82061    0.749128   0.743409
  27.646252   3.070853   0.909247   2.77063    0.528964 100.
  21.424487   2.178761]"
N#CC1=CC=C2C(=C1)COC2(C3=CC=C(F)C=C3)CCCN(C)C,"[109.0443 110.0478 116.0487 117.0512 123.0227 123.0585 125.0372 129.0684
 130.0643 133.0444 137.0759 140.0474 142.0636 144.0427 147.0576 154.0641
 156.0797 157.0829 159.0594 166.0636 167.0654 168.0785 184.0744 215.0847
 216.0877 218.0603 220.0679 221.0627 222.0689 223.0761 224.0847 227.0716
 229.0888 233.075  234.0698 235.0733 235.09   236.0869 238.065  239.0688
 240.0806 241.0862 242.0953 243.0985 245.0742 246.0728 247.0779 248.0811
 249.0823 250.1012 251.1058 260.0864 261.0934 262.102  263.1048 264.1085
 268.115  280.1126 307.1593 308.1637 325.17   326.1731 327.1739]","[  5.220563   1.060071  11.660777   1.778183   1.971959   1.333637
   0.877693   2.644477   1.459022   0.923287   1.071469   2.564687
   2.336715   3.054827   1.299441   2.074547  10.6577     2.108743
   1.219651  22.569247   3.419583   1.823777   2.929443   3.453779
   1.185455   1.379232   1.288043  12.276302   9.004901   1.971959
   1.094266   8.423572   0.877693   1.709791  41.696113   8.161404
   9.039097   6.599795  11.136441   2.940841   2.279722   2.006155
  15.593298   2.667275   1.356435   2.040351  27.858201   5.026787
   1.060071   7.762453   1.470421   4.912801   2.587484 100.
  19.389035   1.812379   1.299441   3.44238    9.232874   1.766784
  31.813519   9.141685   1.436225]"
N#CC1=CC=C2C(=C1)COC2(C3=CC=C(F)C=C3)CCCN(C)C,"[109.0442 110.0477 115.0521 116.0486 121.0443 123.0233 128.0611 129.0693
 130.0643 133.0435 139.0531 140.0491 141.0529 142.0651 144.0434 146.0531
 147.0613 154.0644 156.0802 159.0589 166.0641 167.068  170.0568 183.0602
 190.064  195.0595 196.0654 202.0773 203.073  207.059  208.0557 209.0597
 209.0766 215.0845 216.0841 218.059  219.0619 220.0672 222.0694 223.0738
 227.0723 228.0768 233.0753 234.0709 235.0753 236.0863 237.0564 237.0932
 238.0661 239.0677 240.08   241.087  242.0953 243.0987 244.0711 245.072
 246.0714 247.0788 248.0827 249.0894 250.1037 251.105  260.0864 261.0941
 262.1017 263.1061 307.1581 325.1717]","[  9.887359   2.044222   1.793909  19.37839    2.336254   4.255319
   1.877347   7.697121   3.462662   2.857739   2.377972  15.85315
   3.441802   4.797664   4.317897   2.377972   2.231957   6.236963
  13.287443   3.337505  50.333751   7.822278   1.627034   2.607426
   2.544848   3.024614   1.585315   2.586567   1.814768   2.711723
   2.690864   2.023363   2.002503  14.43471    3.295786  10.304547
   1.835628  14.184397  23.571131   3.233208  37.838965   9.574468
   7.446809 100.        19.71214    9.219858   2.46141    1.77305
  13.996662   2.836879  12.223613  11.389237  17.25073    5.694618
   2.774301   4.380476  22.695035  95.515227  14.664164   1.981644
  10.450563   2.377972   8.406341  12.265332  47.684606   9.762203
   1.647893   2.12766 ]"
N#CC1=CC=C2C(=C1)COC2(C3=CC=C(F)C=C3)CCCN(C)C,"[109.0445 116.0482 117.0516 121.0446 123.0243 127.0539 128.0605 129.0693
 130.0641 133.0444 139.0532 140.0484 141.053  142.064  144.0431 145.0643
 146.0517 153.0568 154.0647 155.0596 156.0801 159.0589 166.0642 167.0671
 173.0519 183.0599 189.0697 190.0648 191.0666 195.0602 196.0665 202.0766
 203.0753 207.0606 208.055  209.0622 209.073  213.0688 214.0654 215.0851
 216.0828 218.059  219.0637 220.0672 222.0685 223.0755 223.0904 226.0627
 227.0725 228.0771 229.0814 232.0558 233.0746 235.0774 236.0842 237.0592
 238.0661 240.0799 241.0868 242.095  244.0693 245.0652 247.0777 248.0833
 249.0832 250.1031 258.0712 259.0783 260.0879 261.0938 262.1023 263.1068]","[  7.536657  18.621701   2.258065   3.519062   4.721408   2.492669
   6.158358  12.02346    4.398827   6.744868   6.568915  34.046921
   4.692082   3.13783    3.284457   2.199413   2.903226   2.346041
   4.926686   3.049853   5.014663   3.167155  41.495601   4.486804
   2.404692   4.750733   3.020528  10.879765   4.046921   6.480938
   2.434018   7.800587   4.046921  12.316716  15.630499   4.193548
   2.492669   3.049853   8.123167  19.208211   4.662757  11.788856
   3.519062  23.020528  21.642229   4.633431   3.577713   2.844575
  63.812317  17.683284   4.105572   5.953079  15.659824  28.328446
   6.686217   6.86217    8.826979  24.486804  14.398827   8.211144
   5.630499  10.439883 100.        18.739003   3.108504   3.108504
   3.519062   2.8739    11.466276  13.431085  12.02346    2.404692]"
BrC=1C=CC=2N=C(O)CN=C(C=3N=CC=CC3)C2C1,"[ 60.0549  80.0488 133.0518 159.0556 181.0754 182.0838 183.0867 183.9752
 185.9727 192.0667 193.0726 208.0867 209.0946 210.0796 210.0986 210.9679
 211.9689 213.9664 236.0815 237.0876 258.9891 259.9942 261.0018 261.9931
 263.0008 264.0062 286.9822 288.0136 289.0159 290.0112 291.0115 316.0089
 317.0116 318.0069]","[  1.615551   1.983319   1.182111   0.505681   2.009588  52.485716
   5.161883   9.213896   6.718329   0.709266   0.617324   9.128522
  53.818874   1.648388   5.621593   2.620345   1.35286    0.89315
   0.99166    1.339725   2.541538   7.61148   16.76627    5.470546
  15.702371   0.715834   0.866881  26.715702   3.434688  20.46365
   1.510475 100.        14.559664  87.062455]"
OC1=NCN=C(O)C1(C=2C=CC=CC2)CC,"[ 59.0481  91.054   92.0565 106.0649 115.0537 117.0695 119.0848 120.0887
 131.0848 133.0523 134.0591 134.0957 135.1013 145.0636 153.0887 155.0701
 162.0908 163.0929 174.0907 176.1057 219.1136]","[  3.272969  14.520684   1.92723    2.824389   3.056986  13.856122
  20.31899    2.425652   1.943844   1.694634   1.462037   9.519854
   1.246054   6.745307   1.395581   1.960459 100.         7.941519
   2.209669   1.378967   3.040372]"
N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,[256.0927 311.1337 313.15   314.1526 315.1487],[  1.6657     0.584238 100.        19.963537   4.396287]
N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,"[213.0501 230.0755 256.0916 257.0945 258.0884 282.1071 283.1092 311.1377
 313.15   314.1523 315.1477]","[  1.461951   2.10075   41.714898   6.709539   2.19507    4.094319
   0.775991   0.600214 100.        18.649518   4.381565]"
N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,"[169.0767 173.0176 179.0622 180.0692 181.0727 186.0385 198.0257 212.0415
 213.0493 214.0528 215.0459 215.0637 222.1036 223.1113 227.0646 229.0819
 230.076  239.0663 241.069  242.0768 256.0919 257.0948 258.0892 282.1074
 283.109  284.1126 313.1495 314.1519 315.1464]","[  1.929275   0.580164   0.538724   2.06741    0.547933   0.709089
   5.276729   1.123492  17.473985   3.084999   1.335298   1.270835
   1.045216   1.441201   0.745925   0.580164   2.665991   1.588544
   0.593977   1.372134 100.        15.084262   4.544617  15.885441
   2.90082    0.778156  15.148725   2.776499   0.824201]"
N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,"[133.0762 142.065  154.0664 155.0606 168.0688 169.0768 170.0804 173.0174
 173.0289 179.0621 180.069  181.0734 186.0383 187.0428 195.0803 196.0882
 198.0258 199.029  200.0211 200.0527 201.0493 208.0873 209.0954 211.0334
 212.0418 213.0495 214.0541 215.0466 215.0633 220.0881 221.0948 222.1042
 223.1125 224.1184 225.0509 226.0424 226.0563 227.065  228.0604 229.0691
 230.0757 239.0642 240.0626 241.0679 242.0751 248.1207 250.1368 253.0702
 254.0759 255.0818 256.0924 257.0944 258.0879 270.1082 282.1082 283.1115
 284.1052 313.1525]","[  0.949367   1.12621    0.753909   1.693969   1.135517  20.858153
   3.201787   2.06627    1.31236    4.216307  20.169397   2.578183
  10.238273   2.056962   3.034252   2.131422  52.503723   5.537975
   2.522338   1.424051   1.061057   1.479896   0.716679   1.610201
  11.010797  51.619509  10.415115   2.1035     3.043559   0.716679
   0.800447   9.363366   7.157483   3.704393   1.191363   0.865599
   1.526433   5.277364   2.885331   1.340283   1.172748   3.350707
   2.941176   4.532762   2.810871   1.293745   1.172748   0.725987
   1.703276   1.787044 100.        18.270663   4.5793     0.819062
  19.51787    3.806776   1.01452    1.405436]"
N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,"[115.0556 128.0496 132.0694 133.0774 140.0499 142.0657 143.067  146.0079
 146.0198 153.0454 153.0565 154.0657 155.0615 160.0794 167.0614 168.0685
 169.0773 170.0608 170.0808 171.0141 173.0173 174.023  179.0621 180.0691
 181.0742 182.0828 183.0819 183.0908 184.0886 185.0303 186.0377 188.0356
 193.0787 194.0724 194.0847 195.08   196.0866 196.1    197.0156 198.0262
 199.0291 200.0228 200.0409 200.0526 201.0503 206.0813 207.0791 208.0875
 209.0953 211.0346 212.0421 213.0494 214.053  215.0429 215.0657 220.0884
 221.0961 222.1039 223.1092 224.0392 224.1201 225.0492 225.1225 226.0569
 227.0652 228.0612 229.0752 239.0649 240.0624 241.0687 242.071  248.1211
 250.1336 252.0576 254.0758 255.0849 256.0923 257.0963 258.0891 266.0796
 282.1083 283.1109]","[  4.07054    1.002537   0.917985   1.06293    2.258727   5.604542
   1.389057   1.026694   2.741877   0.905907   1.920522   3.00761
   3.732335   0.942143   2.041309   3.732335  53.629665   1.654789
   6.474212   1.848049   4.408745   1.304505  20.123203  33.470226
   5.90651    2.427829   1.280348   0.930064   0.942143   1.509844
  25.462012   1.521923   0.990458   2.162097   1.050852   9.20401
   3.744414   2.113782   1.823892 100.        12.235777   4.384588
   1.618553   2.331199   2.838507   1.111245   1.739341   1.968837
   1.570238   4.916053  21.838386  34.835125   5.858195   1.087088
   2.137939   2.826428   1.570238  17.031042   6.425897   1.207875
   4.275879   2.198333   1.244112   2.874743   5.024761   3.768571
   1.376978   3.756492   4.565769   4.07054    1.038773   2.427829
   1.35282    1.014615   2.983452   1.087088  28.058944   5.71325
   1.44945    1.111245   7.440512   1.364899]"
FC1=CC=C(C=C1)C2CCNCC2COC3=CC=C4OCOC4=C3,"[ 56.0484  57.0567  58.0642  68.0482  70.0642  71.0677  82.0645  86.0592
  97.088  109.0448 123.0433 123.0593 135.0596 136.0664 137.0749 138.0703
 139.038  147.0599 148.0671 149.0753 150.0713 151.0385 152.0414 161.0759
 163.0909 164.092  175.0906 176.0991 178.1018 179.104  190.1018 192.1182
 193.1228 194.1257 208.1116 313.124  330.1505 331.1541 332.1558]","[  3.264063   0.632865   0.554891   0.966525  39.527799   2.480688
   0.658253   0.649186   0.514997   1.546803   2.504261   4.290429
   4.469952   1.74446    1.02818    0.725347   0.993726   0.991912
   0.703587   0.881297   1.56131    9.489356   0.750734   1.929424
   8.399521   1.124288   0.741668   1.497842   4.611395   0.797882
   0.752548  46.097632   7.79023    0.598411   0.781562   1.198636
 100.        22.476698   2.845175]"
ClC1=CC=C2C(=C1)N(C=3C=CC=CC3CC2)CCCN(C)C,"[ 58.0644  59.0676  86.0966  87.0992 220.1115 227.0492 229.0462 235.1353
 242.0732 243.0764 244.0701 270.1046 271.1074 272.1016 315.1633 316.1658
 317.1601]","[ 77.049222   2.102526 100.         6.516039   1.46727    2.692799
   0.53066    2.042548  10.920043   2.044011   3.329518   4.984402
   0.950507   1.512253   9.567975   2.579791   3.380718]"
ClC1=CC=CC(=C1Cl)C=2N=NC(=N)NC2N,"[ 58.0392 151.0178 156.9598 158.9755 160.9728 165.0209 166.0287 168.0252
 171.971  173.968  173.9866 183.9712 185.9682 185.9866 186.9824 187.9838
 188.9788 210.9827 211.9798 212.9793 213.9755 220.0384 229.0039 256.0157
 257.0182 258.0126]","[  1.904883   0.846979   0.634005   1.578051   0.955513   1.680851
   2.66872    0.510726   1.734504   1.123844   0.600421   1.054628
   0.559055   1.121387   2.175605   0.708956   1.349923   4.372097
   0.803974   2.55568    0.516051   1.563306   1.061181 100.
   9.336424  57.435227]"
O1C=2C=CC=CC2C(=CCCN(C)C)C=3C=CC=CC3C1,"[ 55.0172  58.0642  70.0639  71.0713  72.0797  79.0531  84.0799  85.0872
  91.0537  92.0566  95.0484 105.0704 107.05   108.0528 115.0542 116.0573
 117.0699 118.0731 119.0489 128.0611 129.0694 130.0725 131.0491 141.0693
 142.0765 143.0834 157.0638 165.0691 166.0763 167.0847 168.0877 173.1186
 178.0767 179.0846 180.0882 181.1    186.1269 191.0845 192.0927 193.0996
 194.0723 195.0794 196.0831 202.0774 203.0815 207.0802 207.1165 208.0835
 208.1193 209.0957 215.0851 216.0916 217.1007 218.1046 219.0797 220.0878
 221.0916 233.0961 234.1016 235.1116 236.1146 280.1697 281.173  282.176 ]","[  0.58417   26.659249   3.597743   0.587736   1.437243   4.728279
  25.181349   3.197598  18.804699   1.311707   1.215415   0.641945
  98.800277   5.011448   7.390923   0.849507  13.307513   1.011419
   1.230394   1.071334   6.938709   0.710419   2.609862  11.395231
   4.637694   0.944372   0.929393   2.167633   2.01642    3.560653
   0.500717   0.990735   2.972204   5.057097   0.722544   1.656931
   0.709705   1.723265   3.873779   1.223261   6.6534     5.975792
   0.823829   7.739      1.480039   7.063531   6.162669   1.099152
   0.831675   3.484333   1.019979   0.728251   8.060685   1.148368
   1.3973    14.015079   1.942239   0.73253    0.504283  32.741318
   5.512165 100.        18.815398   1.558499]"
O=C(OC1=CC=C2C3=C1OC4C(OC(=O)C)C=CC5C(N(C)CCC345)C2)C,[370.1678 371.17   372.1723],[100.        23.415991   3.229304]
O=C(OC1=CC=C2C3=C1OC4C(OC(=O)C)C=CC5C(N(C)CCC345)C2)C,[211.075  268.1334 310.1442 328.1555 370.1678 371.1704 372.1719],"[  0.518278   0.676531   1.242285   1.360975 100.        25.04352
   3.200665]"
O=C(OC1=CC=C2C3=C1OC4C(OC(=O)C)C=CC5C(N(C)CCC345)C2)C,"[161.0603 165.0704 181.0645 183.081  187.0767 191.0879 193.0659 194.072
 203.0718 207.0827 209.0603 209.0975 211.076  212.081  219.0815 220.083
 221.0994 225.0932 227.0731 229.0862 237.0929 238.0964 239.1043 253.0848
 255.1025 266.1217 267.1281 268.1342 269.1368 286.1438 310.1443 311.1494
 328.156  329.1585 370.1675 371.1701]","[  0.802743   1.981771   0.710762   1.981771   0.744209   1.948323
   6.087466   0.777657   0.953257   0.769295   2.441676   0.719124
  10.878836   2.249352   2.525295   0.752571   0.727486   0.953257
   0.760933   2.257714   5.71118    0.685676   0.928171   0.719124
   1.204114   1.454971   0.986705  16.74053    2.123923   1.195752
   7.483903   1.906514  15.293921   2.608914 100.        29.099423]"
O=C(OC1=CC=C2C3=C1OC4C(OC(=O)C)C=CC5C(N(C)CCC345)C2)C,"[145.0622 152.0613 153.0701 155.0867 157.0645 161.06   165.0702 166.075
 173.0617 178.0839 179.0854 181.0633 183.0802 184.0846 185.0612 187.0743
 190.0779 191.0854 192.09   193.0644 193.1011 194.07   199.0768 201.0929
 202.0893 207.08   208.091  209.0604 209.0979 210.0639 211.0758 212.0809
 218.0757 219.0809 221.0943 223.0726 225.0905 227.0716 227.1079 229.0867
 229.1078 230.0889 237.0921 238.0935 239.1073 240.1042 250.1247 253.0865
 253.1094 255.101  266.1185 267.1292 268.1335 269.1384 286.1447 310.145
 311.1508 328.1554 329.158  370.1673 371.1699]","[  4.703297   4.835165   5.450549   4.43956    4.175824   5.802198
  39.164835   8.263736   7.472527   3.692308   6.681319  18.241758
  30.153846   3.78022    8.747253  11.736264   4.747253  39.692308
   6.813187  58.065934   4.879121  11.296703   4.263736  22.813187
   4.131868   9.142857   3.516484  38.021978  11.736264   6.549451
 100.        16.791209   3.384615  30.989011   7.692308   4.879121
   8.043956   7.736264   3.296703  24.659341   3.340659   5.230769
  27.384615   7.824176   9.406593   8.131868   4.923077   4.21978
   6.637363  10.241758   5.230769   4.571429  96.351648  19.032967
  11.912088  15.912088   4.527473  57.098901  11.164835  89.626374
  24.395604]"
O=C(OC1=CC=C2C3=C1OC4C(OC(=O)C)C=CC5C(N(C)CCC345)C2)C,"[117.0694 141.0699 145.0638 147.0432 152.062  153.0697 154.0718 155.0863
 157.0645 159.0815 161.0601 165.0699 166.0745 167.0811 168.0562 169.0647
 171.0438 173.0576 174.0642 178.0801 179.0853 181.0649 181.1026 182.0688
 183.0801 185.0605 186.0655 187.0749 189.0713 190.0765 191.0851 192.0883
 193.0655 193.1026 194.0713 195.0801 197.0584 199.0762 201.0905 202.0806
 203.0868 207.0786 208.0514 209.06   209.094  211.0755 212.0817 218.0728
 219.081  220.0861 221.0972 222.0688 222.1282 225.0865 227.0717 229.0856
 237.0919 238.096  239.1047 240.1019 240.1395 250.124  252.1006 253.1102
 254.1151 266.1204 268.1326 269.1379 286.1453 328.1552 329.1585 370.1652]","[  3.333333   6.315789   7.763158   4.561404   5.789474  22.54386
   4.736842  15.877193   8.947368   3.377193   4.035088 100.
  15.307018   4.385965   5.482456   8.157895   3.552632   8.421053
   3.421053   6.710526  10.482456  45.745614   5.394737   8.421053
  32.894737   8.77193    5.526316   9.429825   4.517544  10.219298
  56.491228   7.894737  40.789474   5.482456  10.526316   3.552632
   4.561404   9.122807  20.745614   5.04386    4.561404   7.938596
   4.166667  42.236842  11.622807  48.377193  10.745614   3.421053
  26.666667   5.394737   4.561404   3.72807    5.570175   4.95614
  15.307018  13.464912  14.95614    3.289474   3.947368   3.421053
   4.298246   3.684211   4.649123   3.377193   3.333333   5.877193
  33.333333   9.122807   4.736842  13.684211   5.657895   4.649123]"
O=N(=O)C=1C=CC=2N=C(O)CN=C(C=3C=CC=CC3)C2C1,"[ 60.0545 158.0474 176.0456 180.0797 181.0822 193.0853 195.0937 196.076
 207.0912 208.0975 235.0857 236.0947 237.0972 240.0905 251.0794 254.0951
 268.0854 269.0871 270.086  282.0883 283.092 ]","[  2.233751   1.124081   1.859058   6.888601   1.22496    1.671711
   1.210549   1.55642    6.931835   4.251333   3.574002  36.40294
   5.490705   3.21372    2.449921   2.594034  65.744344   8.978239
   1.210549 100.        16.558582]"
NC(C)CC=1C=CC=CC1,[119.0859 120.0892 136.1124 137.1161],[100.        12.346445  77.342102   8.375729]
NC(C)CC=1C=CC=CC1,[119.085],[100.]
O=N1=C(C=2C=CC=CC2)C=3C=C(Cl)C=CC3NC(=NC)C1,"[ 57.0437  60.0547 105.0339 168.0203 180.0441 192.081  193.0881 218.0835
 219.0911 220.0987 227.0498 229.0472 230.0514 241.0528 242.0577 243.0502
 246.0666 246.102  247.11   248.1155 251.0367 252.0446 253.0537 254.0593
 255.0684 256.0735 257.0653 266.061  267.0579 268.061  269.0494 269.0842
 282.08   283.0866 284.0779 285.0841 286.0879 300.0902 301.0928 302.088 ]","[  2.742175   1.932581   1.199325   0.544417   1.382137   0.689059
   1.247539   0.508257   1.488609   1.329905  38.073044  10.259552
   0.652899   7.43702    2.266061   2.031018   0.564506   1.398208
   6.476757   1.619189   0.763389   1.311825   0.841737   0.656917
   7.523404   1.325887   1.530797   1.675439   0.783479   1.317851
   0.560489   1.291735 100.        43.681948  26.033589  11.420708
   0.789505  16.740327   2.487042   3.391056]"
